ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,BaseFreightCost,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus
SHP-0003741,PO-SYN-0007891,WH-34,DHL Express,Ocean,2024-07-29,2024-08-13,N/A,22828.79,7539.71,USD,PORT_CUSTOMS_HOLD
SHP-0003742,PO-SYN-0006531,WH-11,DB Schenker,Ocean Freight,2026-03-27,2026-04-11,N/A,457.38,87.77,USD,SCHEDULED
SHP-0003743,PO-SYN-0017933,WH-31,DHL Express,Truck,2024-11-25,2024-12-10,2024-12-26,12851.28,2573.36,USD,DELIVERED
SHP-0003744,PO-SYN-0015445,WH-06,FEDEX EXPRESS,Ocean,2024-07-29,2024-08-13,N/A,$1799.51,266.09,USD,DELAYED_WEATHER
SHP-0003745,PO-SYN-0015482,WH-03,DHL,Air Freight,2025-01-14,2025-01-29,N/A,22106.57,4064.84,USD,SCHEDULED
SHP-0003746,PO-SYN-0006804,WH-22,Maersk Line,Air Freight,2024-05-15,2024-05-30,2024-05-21,21969.18,2858.51,USD,Delivered
SHP-0003747,PO-SYN-0012337,WH-29,DHL,Air Freight,2025-11-18,2025-12-03,2025-12-25,679.03,115.57,USD,Delivered
SHP-0003748,PO-SYN-0006480,WH-14,Fed-Ex,Road Transport,2024-02-05,2024-02-20,N/A,17876.19,4829.54,USD,PORT_CUSTOMS_HOLD
SHP-0003749,PO-SYN-0017520,WH-21,DHL Express,Truck,2025-05-14,2025-05-29,N/A,9448.06,1692.76,USD,DELAYED_WEATHER
SHP-0003750,PO-SYN-0012357,WH-23,Fed-Ex,Truck,2025-06-19,2025-07-04,N/A,22109.24,3216.1,USD,SCHEDULED
SHP-0003751,PO-SYN-0004373,WH-08,DB Schenker,Road Transport,2025-05-31,2025-06-15,2025-06-28,23637.24,5833.57,USD,DELIVERED
SHP-0003752,PO-SYN-0011196,WH-39,MSC Logistics,Ocean,2025-06-23,2025-07-08,N/A,$6408.81,2113.02,USD,DELAYED_WEATHER
SHP-0003753,PO-SYN-0009640,WH-14,Maersk Line,AIR,2025-05-05,2025-05-20,N/A,1113.87,253.14,USD,DELAYED_WEATHER
SHP-0003754,PO-SYN-0014977,WH-12,FEDEX EXPRESS,AIR,2025-12-14,2025-12-29,N/A,7684.81,1287.38,USD,IN_TRANSIT
SHP-0003755,PO-SYN-0000211,WH-27,MAERSK,Air Freight,2025-09-25,2025-10-10,N/A,10188.43,2702.69,USD,IN_TRANSIT
SHP-0003756,PO-SYN-0008488,WH-30,MSC Logistics,Ocean Freight,2026-01-22,2026-02-06,N/A,4527.77,959.73,USD,PORT_CUSTOMS_HOLD
SHP-0003757,PO-SYN-0009082,WH-30,Fed-Ex,Truck,2024-06-19,2024-07-04,2024-07-10,15133.13,3558.98,USD,Delivered
SHP-0003758,PO-SYN-0015765,WH-30,MAERSK,Ocean Freight,2024-02-25,2024-03-11,2024-03-15,5132.78,1473.36,USD,Delivered
SHP-0003759,PO-SYN-0001127,WH-42,MAERSK,Air Freight,2025-12-18,2026-01-02,N/A,2010.34,527.35,USD,IN_TRANSIT
SHP-0003760,PO-SYN-0001080,WH-08,DB Schenker,Ocean,2025-03-09,2025-03-24,2025-04-12,$15489.68,3369.01,USD,Delivered
SHP-0003761,PO-SYN-0016352,WH-06,MSC Logistics,Truck,2024-03-10,2024-03-25,N/A,10807.39,2912.8,USD,SCHEDULED
SHP-0003762,PO-SYN-0001772,WH-34,DHL Express,Air Freight,2025-02-14,2025-03-01,2025-02-25,13608.24,1967.67,USD,Delivered
SHP-0003763,PO-SYN-0009392,WH-50,Maersk Line,Road Transport,2026-01-25,2026-02-09,N/A,5467.74,1109.49,USD,IN_TRANSIT
SHP-0003764,PO-SYN-0006468,WH-11,FedEx,Truck,2025-08-12,2025-08-27,N/A,4950.65,1714.87,USD,PORT_CUSTOMS_HOLD
SHP-0003765,PO-SYN-0004938,WH-04,DB Schenker,Truck,2025-10-05,2025-10-20,2025-11-08,23034.35,6632.62,USD,DELIVERED
SHP-0003766,PO-SYN-0014545,WH-49,MSC Logistics,Ocean,2025-11-13,2025-11-28,2025-11-22,FREE,2421.72,USD,Delivered
SHP-0003767,PO-SYN-0018995,WH-12,FedEx,Air Freight,2024-02-08,2024-02-23,N/A,22185.18,4732.96,USD,DELAYED_WEATHER
SHP-0003768,PO-SYN-0007927,WH-28,FedEx,Truck,2025-09-24,2025-10-09,2025-10-08,$3848.81,1015.17,USD,DELIVERED
SHP-0003769,PO-SYN-0011201,WH-23,Fed-Ex,Ocean,2025-04-13,2025-04-28,N/A,4530.63,650.91,USD,SCHEDULED
SHP-0003770,PO-SYN-0013544,WH-39,DB Schenker,Truck,2025-07-14,2025-07-29,N/A,20409.7,3366.26,USD,SCHEDULED
SHP-0003771,PO-SYN-0014459,WH-43,DHL Express,Ocean Freight,2024-09-02,2024-09-17,2024-09-21,12905.23,2370.28,USD,DELIVERED
SHP-0003772,PO-SYN-0013675,WH-23,FedEx,Air Freight,2024-03-18,2024-04-02,N/A,10706.05,2405.89,USD,SCHEDULED
SHP-0003773,PO-SYN-0017789,WH-39,DHL,Ocean Freight,2024-12-27,2025-01-11,N/A,12963.84,2673.5,USD,DELAYED_WEATHER
SHP-0003774,PO-SYN-0005913,WH-19,DHL Express,Air Freight,2026-05-27,2026-06-11,2026-07-03,23373.76,6556.53,USD,DELIVERED
SHP-0003775,PO-SYN-0014578,WH-29,MAERSK,Truck,2026-05-10,2026-05-25,N/A,23303.28,6344.97,USD,IN_TRANSIT
SHP-0003776,PO-SYN-0008260,WH-01,FedEx,Ocean Freight,2024-06-08,2024-06-23,N/A,$7232.18,2093.19,USD,IN_TRANSIT
SHP-0003777,PO-SYN-0015030,WH-36,Fed-Ex,Ocean,2024-02-05,2024-02-20,2024-02-27,5647.03,1733.85,USD,Delivered
SHP-0003778,PO-SYN-0005939,WH-03,Maersk Line,Road Transport,2025-11-27,2025-12-12,2025-12-04,23949.4,4744.73,USD,DELIVERED
SHP-0003779,PO-SYN-0015625,WH-13,DHL,Road Transport,2025-06-14,2025-06-29,N/A,11015.56,1548.15,USD,DELAYED_WEATHER
SHP-0003780,PO-SYN-0004684,WH-06,MSC Logistics,Road Transport,2025-05-26,2025-06-10,N/A,FREE,2912.42,USD,IN_TRANSIT
SHP-0003781,PO-SYN-0015244,WH-20,MSC Logistics,AIR,2024-07-04,2024-07-19,N/A,15701.11,2202.94,USD,IN_TRANSIT
SHP-0003782,PO-SYN-0010562,WH-08,MAERSK,AIR,2025-04-26,2025-05-11,N/A,21162.4,3802.77,USD,IN_TRANSIT
SHP-0003783,PO-SYN-0004873,WH-04,Maersk Line,AIR,2024-07-22,2024-08-06,2024-08-02,2118.45,278.32,USD,DELIVERED
SHP-0003784,PO-SYN-0016869,WH-48,MAERSK,AIR,2024-05-16,2024-05-31,2024-06-08,$7859.49,1848.17,USD,DELIVERED
SHP-0003785,PO-SYN-0002678,WH-27,DB Schenker,AIR,2024-05-02,2024-05-17,2024-06-03,12753.56,3227.53,USD,Delivered
SHP-0003786,PO-SYN-0006616,WH-26,MSC Logistics,Truck,2025-08-28,2025-09-12,N/A,3519.26,964.16,USD,IN_TRANSIT
SHP-0003787,PO-SYN-0005579,WH-08,DB Schenker,Road Transport,2026-06-12,2026-06-27,2026-06-18,10819.68,3157.48,USD,Delivered
SHP-0003788,PO-SYN-0005050,WH-30,FEDEX EXPRESS,AIR,2025-08-11,2025-08-26,N/A,16823.88,3511.64,USD,PORT_CUSTOMS_HOLD
SHP-0003789,PO-SYN-0011865,WH-40,DB Schenker,Truck,2024-05-04,2024-05-19,N/A,3266.62,694.28,USD,IN_TRANSIT
SHP-0003790,PO-SYN-0002364,WH-18,MAERSK,Air Freight,2024-04-16,2024-05-01,N/A,6198.84,1288.83,USD,PORT_CUSTOMS_HOLD
SHP-0003791,PO-SYN-0019222,WH-43,FEDEX EXPRESS,Road Transport,2026-03-30,2026-04-14,N/A,12094.43,2118.47,USD,SCHEDULED
SHP-0003792,PO-SYN-0007527,WH-02,DHL Express,Ocean,2025-06-17,2025-07-02,N/A,$7403.72,2399.7,USD,SCHEDULED
SHP-0003793,PO-SYN-0009891,WH-17,Fed-Ex,Ocean,2026-04-22,2026-05-07,2026-05-09,1154.43,169.82,USD,Delivered
SHP-0003794,PO-SYN-0013361,WH-26,MAERSK,Ocean Freight,2025-11-24,2025-12-09,N/A,FREE,4940.71,USD,DELAYED_WEATHER
SHP-0003795,PO-SYN-0012201,WH-18,MSC Logistics,Ocean Freight,2025-01-07,2025-01-22,N/A,20022.83,6088.15,USD,PORT_CUSTOMS_HOLD
SHP-0003796,PO-SYN-0015389,WH-32,Fed-Ex,Truck,2026-03-14,2026-03-29,N/A,2142.45,572.22,USD,DELAYED_WEATHER
SHP-0003797,PO-SYN-0009398,WH-12,DHL,AIR,2025-12-15,2025-12-30,N/A,9539.2,1238.08,USD,PORT_CUSTOMS_HOLD
SHP-0003798,PO-SYN-0007981,WH-03,DHL Express,Truck,2025-12-03,2025-12-18,2025-12-23,10065.84,2074.55,USD,Delivered
SHP-0003799,PO-SYN-0009897,WH-10,FedEx,Road Transport,2026-05-14,2026-05-29,N/A,7638.2,1141.71,USD,IN_TRANSIT
SHP-0003800,PO-SYN-0002767,WH-29,DHL,Ocean Freight,2025-07-15,2025-07-30,N/A,$4552.65,1096.75,USD,IN_TRANSIT
SHP-0003801,PO-SYN-0013025,WH-31,Fed-Ex,AIR,2024-08-23,2024-09-07,N/A,12674.59,1861.62,USD,IN_TRANSIT
SHP-0003802,PO-SYN-0002078,WH-49,Fed-Ex,AIR,2024-09-03,2024-09-18,2024-09-30,1842.44,609.74,USD,Delivered
SHP-0003803,PO-SYN-0003197,WH-38,Fed-Ex,Ocean,2025-07-10,2025-07-25,N/A,12311.52,3785.88,USD,SCHEDULED
SHP-0003804,PO-SYN-0018501,WH-06,MSC Logistics,AIR,2025-05-04,2025-05-19,N/A,5144.28,1025.09,USD,PORT_CUSTOMS_HOLD
SHP-0003805,PO-SYN-0014928,WH-06,MAERSK,Road Transport,2024-04-14,2024-04-29,2024-05-16,21411.53,5804.84,USD,Delivered
SHP-0003806,PO-SYN-0005977,WH-30,FEDEX EXPRESS,AIR,2025-05-28,2025-06-12,N/A,11330.39,1759.45,USD,IN_TRANSIT
SHP-0003807,PO-SYN-0004124,WH-50,FedEx,Ocean Freight,2025-12-17,2026-01-01,2026-01-10,3564.79,1171.07,USD,DELIVERED
SHP-0003808,PO-SYN-0018417,WH-45,DHL,Air Freight,2025-05-04,2025-05-19,2025-05-07,$17508.85,5843.77,USD,Delivered
SHP-0003809,PO-SYN-0003938,WH-47,FedEx,Road Transport,2024-09-30,2024-10-15,N/A,11629.3,1941.4,USD,DELAYED_WEATHER
SHP-0003810,PO-SYN-0005656,WH-34,Fed-Ex,Ocean Freight,2025-01-17,2025-02-01,N/A,3120.44,983.87,USD,DELAYED_WEATHER
SHP-0003811,PO-SYN-0016689,WH-08,Fed-Ex,AIR,2024-07-12,2024-07-27,N/A,2679.38,635.85,USD,DELAYED_WEATHER
SHP-0003812,PO-SYN-0017552,WH-39,MAERSK,Road Transport,2024-07-20,2024-08-04,2024-08-18,20513.73,4540.17,USD,Delivered
SHP-0003813,PO-SYN-0005972,WH-26,FEDEX EXPRESS,Truck,2026-04-17,2026-05-02,2026-05-04,23800.62,3201.35,USD,DELIVERED
SHP-0003814,PO-SYN-0011866,WH-09,DHL,Truck,2025-03-08,2025-03-23,2025-03-21,10393.75,2220.89,USD,DELIVERED
SHP-0003815,PO-SYN-0001780,WH-04,MSC Logistics,AIR,2024-09-13,2024-09-28,2024-10-14,24006.19,7245.13,USD,Delivered
SHP-0003816,PO-SYN-0004330,WH-21,DB Schenker,Road Transport,2024-11-10,2024-11-25,N/A,$12692.01,3302.61,USD,DELAYED_WEATHER
SHP-0003817,PO-SYN-0019655,WH-15,DHL Express,AIR,2025-11-27,2025-12-12,N/A,24283.3,3481.92,USD,IN_TRANSIT
SHP-0003818,PO-SYN-0019496,WH-21,MAERSK,Air Freight,2024-05-22,2024-06-06,N/A,2196.53,411.39,USD,IN_TRANSIT
SHP-0003819,PO-SYN-0015526,WH-37,DHL Express,Air Freight,2026-01-06,2026-01-21,N/A,2209.06,332.19,USD,PORT_CUSTOMS_HOLD
SHP-0003820,PO-SYN-0000702,WH-01,DB Schenker,Ocean Freight,2025-05-17,2025-06-01,2025-06-17,,424.66,USD,Delivered
SHP-0003821,PO-SYN-0004497,WH-40,Maersk Line,Truck,2025-01-07,2025-01-22,2025-01-28,6924.37,1805.77,USD,DELIVERED
SHP-0003822,PO-SYN-0005986,WH-11,DHL Express,Ocean,2025-05-18,2025-06-02,N/A,FREE,761.02,USD,DELAYED_WEATHER
SHP-0003823,PO-SYN-0011343,WH-21,FedEx,Truck,2024-12-14,2024-12-29,N/A,7187.01,1070.41,USD,PORT_CUSTOMS_HOLD
SHP-0003824,PO-SYN-0002576,WH-41,FedEx,AIR,2024-06-01,2024-06-16,N/A,$20626.93,4059.12,USD,SCHEDULED
SHP-0003825,PO-SYN-0011453,WH-49,DHL Express,AIR,2024-08-02,2024-08-17,N/A,9886.31,2401.79,USD,IN_TRANSIT
SHP-0003826,PO-SYN-0004565,WH-46,DHL Express,AIR,2026-04-28,2026-05-13,N/A,14654.7,2408.86,USD,PORT_CUSTOMS_HOLD
SHP-0003827,PO-SYN-0002549,WH-32,MAERSK,Truck,2025-10-26,2025-11-10,N/A,20076.07,6097.64,USD,DELAYED_WEATHER
SHP-0003828,PO-SYN-0008340,WH-47,FedEx,Truck,2024-05-15,2024-05-30,N/A,6802.09,2345.47,USD,SCHEDULED
SHP-0003829,PO-SYN-0007924,WH-03,Fed-Ex,AIR,2024-07-01,2024-07-16,2024-08-01,5443.29,1499.84,USD,DELIVERED
SHP-0003830,PO-SYN-0008032,WH-42,Maersk Line,Ocean Freight,2024-05-26,2024-06-10,2024-06-28,17481.43,2823.99,USD,DELIVERED
SHP-0003831,PO-SYN-0014848,WH-32,MSC Logistics,Air Freight,2024-05-17,2024-06-01,N/A,22530.6,4163.96,USD,IN_TRANSIT
SHP-0003832,PO-SYN-0015042,WH-48,FEDEX EXPRESS,Road Transport,2024-08-19,2024-09-03,N/A,$13844.89,4540.11,USD,SCHEDULED
SHP-0003833,PO-SYN-0015374,WH-11,DHL,AIR,2025-09-29,2025-10-14,N/A,724.99,119.59,USD,SCHEDULED
SHP-0003834,PO-SYN-0018615,WH-06,DB Schenker,Road Transport,2024-09-27,2024-10-12,N/A,20777.95,4296.6,USD,SCHEDULED
SHP-0003835,PO-SYN-0018390,WH-14,FedEx,Ocean Freight,2025-08-29,2025-09-13,2025-09-19,12015.1,2654.45,USD,DELIVERED
SHP-0003836,PO-SYN-0002145,WH-06,MAERSK,Truck,2026-01-21,2026-02-05,N/A,FREE,1410.77,USD,IN_TRANSIT
SHP-0003837,PO-SYN-0003642,WH-06,FEDEX EXPRESS,Ocean Freight,2025-10-03,2025-10-18,N/A,21223.76,4141.18,USD,PORT_CUSTOMS_HOLD
SHP-0003838,PO-SYN-0003518,WH-41,DHL Express,Ocean,2025-10-09,2025-10-24,N/A,12198.63,2586.87,USD,DELAYED_WEATHER
SHP-0003839,PO-SYN-0007640,WH-37,DHL Express,Truck,2024-09-23,2024-10-08,N/A,19059.36,2639.8,USD,SCHEDULED
SHP-0003840,PO-SYN-0019906,WH-21,DB Schenker,AIR,2025-04-07,2025-04-22,2025-05-06,$22546.76,3481.46,USD,Delivered
SHP-0003841,PO-SYN-0012127,WH-15,Fed-Ex,AIR,2025-10-12,2025-10-27,2025-10-30,7016.81,1043.11,USD,Delivered
SHP-0003842,PO-SYN-0013506,WH-06,Fed-Ex,AIR,2026-04-04,2026-04-19,N/A,9510.77,1356.2,USD,IN_TRANSIT
SHP-0003843,PO-SYN-0002044,WH-22,Maersk Line,Air Freight,2024-10-20,2024-11-04,N/A,16222.25,5490.72,USD,SCHEDULED
SHP-0003844,PO-SYN-0009180,WH-46,Maersk Line,Ocean Freight,2025-11-24,2025-12-09,N/A,2495.67,457.77,USD,PORT_CUSTOMS_HOLD
SHP-0003845,PO-SYN-0011956,WH-02,DHL,Air Freight,2024-05-04,2024-05-19,N/A,12356.63,3260.78,USD,IN_TRANSIT
SHP-0003846,PO-SYN-0018233,WH-50,FEDEX EXPRESS,Ocean Freight,2025-06-29,2025-07-14,2025-07-13,7394.8,1067.79,USD,Delivered
SHP-0003847,PO-SYN-0018414,WH-45,Fed-Ex,Ocean,2025-05-07,2025-05-22,2025-05-13,6743.6,1907.33,USD,DELIVERED
SHP-0003848,PO-SYN-0002687,WH-38,MAERSK,Truck,2026-02-23,2026-03-10,N/A,$3229.32,747.27,USD,IN_TRANSIT
SHP-0003849,PO-SYN-0019410,WH-23,FedEx,Air Freight,2026-06-11,2026-06-26,N/A,8820.4,1656.0,USD,IN_TRANSIT
SHP-0003850,PO-SYN-0000833,WH-29,DHL,Ocean Freight,2026-04-05,2026-04-20,N/A,FREE,4130.49,USD,SCHEDULED
SHP-0003851,PO-SYN-0002122,WH-19,FedEx,Ocean Freight,2025-02-15,2025-03-02,N/A,7139.78,1497.11,USD,IN_TRANSIT
SHP-0003852,PO-SYN-0015146,WH-15,DHL,Truck,2025-04-22,2025-05-07,N/A,16130.89,2786.94,USD,PORT_CUSTOMS_HOLD
SHP-0003853,PO-SYN-0016386,WH-06,Maersk Line,Road Transport,2025-04-18,2025-05-03,N/A,11511.67,2013.44,USD,SCHEDULED
SHP-0003854,PO-SYN-0002103,WH-16,DHL,Road Transport,2025-01-21,2025-02-05,N/A,6600.47,983.66,USD,IN_TRANSIT
SHP-0003855,PO-SYN-0004676,WH-45,FedEx,Ocean Freight,2025-11-13,2025-11-28,N/A,8129.98,2337.23,USD,DELAYED_WEATHER
SHP-0003856,PO-SYN-0001531,WH-45,DHL,Air Freight,2026-03-20,2026-04-04,2026-03-29,$12213.97,3832.1,USD,DELIVERED
SHP-0003857,PO-SYN-0013757,WH-17,MAERSK,Ocean,2024-12-12,2024-12-27,N/A,691.3,199.29,USD,IN_TRANSIT
SHP-0003858,PO-SYN-0008768,WH-34,DHL,Truck,2026-04-06,2026-04-21,N/A,8992.38,1765.63,USD,DELAYED_WEATHER
SHP-0003859,PO-SYN-0018101,WH-38,Maersk Line,Truck,2026-01-21,2026-02-05,N/A,19158.02,2658.58,USD,PORT_CUSTOMS_HOLD
SHP-0003860,PO-SYN-0013533,WH-07,Maersk Line,Truck,2025-09-24,2025-10-09,N/A,,246.91,USD,PORT_CUSTOMS_HOLD
SHP-0003861,PO-SYN-0003032,WH-19,DB Schenker,AIR,2025-03-17,2025-04-01,N/A,19355.53,5894.76,USD,IN_TRANSIT
SHP-0003862,PO-SYN-0001962,WH-50,DHL,Truck,2024-07-27,2024-08-11,N/A,10967.09,2511.86,USD,SCHEDULED
SHP-0003863,PO-SYN-0019615,WH-02,DHL Express,Air Freight,2025-03-27,2025-04-11,N/A,7143.91,1717.87,USD,IN_TRANSIT
SHP-0003864,PO-SYN-0015834,WH-03,MSC Logistics,AIR,2025-04-23,2025-05-08,N/A,$10304.13,1977.11,USD,PORT_CUSTOMS_HOLD
SHP-0003865,PO-SYN-0003863,WH-06,Maersk Line,Ocean Freight,2025-03-30,2025-04-14,N/A,20241.98,3578.56,USD,PORT_CUSTOMS_HOLD
SHP-0003866,PO-SYN-0002595,WH-40,MSC Logistics,Air Freight,2026-06-01,2026-06-16,2026-07-09,6058.74,805.82,USD,DELIVERED
SHP-0003867,PO-SYN-0011393,WH-33,MAERSK,Air Freight,2025-06-03,2025-06-18,2025-06-27,8731.12,1584.14,USD,Delivered
SHP-0003868,PO-SYN-0010311,WH-19,MAERSK,AIR,2025-12-16,2025-12-31,2026-01-10,17318.89,4103.23,USD,Delivered
SHP-0003869,PO-SYN-0000455,WH-22,DHL,Ocean Freight,2024-09-30,2024-10-15,2024-10-05,8767.26,1645.84,USD,DELIVERED
SHP-0003870,PO-SYN-0010709,WH-28,MAERSK,Ocean,2025-11-27,2025-12-12,2025-12-03,11009.27,3137.37,USD,Delivered
SHP-0003871,PO-SYN-0017456,WH-24,Maersk Line,Ocean,2026-02-18,2026-03-05,N/A,16752.46,2483.1,USD,DELAYED_WEATHER
SHP-0003872,PO-SYN-0000231,WH-38,FEDEX EXPRESS,Ocean,2026-01-13,2026-01-28,N/A,$15593.86,4742.81,USD,SCHEDULED
SHP-0003873,PO-SYN-0002613,WH-39,FedEx,Ocean,2024-08-15,2024-08-30,N/A,24226.66,5435.87,USD,DELAYED_WEATHER
SHP-0003874,PO-SYN-0003077,WH-10,DHL Express,Road Transport,2025-07-12,2025-07-27,N/A,13028.7,3984.07,USD,SCHEDULED
SHP-0003875,PO-SYN-0005709,WH-15,FEDEX EXPRESS,AIR,2024-12-05,2024-12-20,N/A,5681.73,973.49,USD,PORT_CUSTOMS_HOLD
SHP-0003876,PO-SYN-0014994,WH-36,FEDEX EXPRESS,AIR,2024-11-29,2024-12-14,N/A,8392.96,2877.55,USD,IN_TRANSIT
SHP-0003877,PO-SYN-0005496,WH-29,FedEx,Truck,2025-08-30,2025-09-14,2025-09-12,19819.52,6172.05,USD,Delivered
SHP-0003878,PO-SYN-0016434,WH-42,DB Schenker,AIR,2024-03-05,2024-03-20,N/A,FREE,5591.92,USD,DELAYED_WEATHER
SHP-0003879,PO-SYN-0000927,WH-05,FEDEX EXPRESS,Ocean Freight,2024-02-10,2024-02-25,N/A,24386.49,3065.74,USD,IN_TRANSIT
SHP-0003880,PO-SYN-0003425,WH-22,DHL,Ocean,2024-12-12,2024-12-27,N/A,$24085.98,5651.15,USD,PORT_CUSTOMS_HOLD
SHP-0003881,PO-SYN-0010305,WH-23,Maersk Line,Truck,2025-07-22,2025-08-06,N/A,15781.21,4078.97,USD,PORT_CUSTOMS_HOLD
SHP-0003882,PO-SYN-0002423,WH-38,FEDEX EXPRESS,Air Freight,2025-04-30,2025-05-15,2025-06-08,23994.3,4149.04,USD,Delivered
SHP-0003883,PO-SYN-0019302,WH-40,Fed-Ex,Air Freight,2025-08-25,2025-09-09,N/A,14624.37,3998.11,USD,SCHEDULED
SHP-0003884,PO-SYN-0005930,WH-39,Fed-Ex,Air Freight,2025-04-25,2025-05-10,2025-06-03,21921.87,4357.15,USD,Delivered
SHP-0003885,PO-SYN-0000257,WH-15,MAERSK,Ocean Freight,2026-02-08,2026-02-23,2026-02-26,21186.58,4307.87,USD,DELIVERED
SHP-0003886,PO-SYN-0005259,WH-30,FedEx,Ocean,2025-10-23,2025-11-07,N/A,1281.9,181.14,USD,PORT_CUSTOMS_HOLD
SHP-0003887,PO-SYN-0008333,WH-25,FedEx,Road Transport,2025-05-22,2025-06-06,2025-07-01,542.03,158.47,USD,DELIVERED
SHP-0003888,PO-SYN-0001206,WH-50,DHL,Truck,2025-03-02,2025-03-17,N/A,$11768.02,3417.14,USD,DELAYED_WEATHER
SHP-0003889,PO-SYN-0008123,WH-27,DHL Express,AIR,2025-03-19,2025-04-03,2025-04-27,14430.49,3213.68,USD,DELIVERED
SHP-0003890,PO-SYN-0014091,WH-10,Maersk Line,Ocean Freight,2026-01-08,2026-01-23,N/A,22136.2,6726.46,USD,SCHEDULED
SHP-0003891,PO-SYN-0006906,WH-22,DHL Express,AIR,2026-02-24,2026-03-11,N/A,21243.65,4045.26,USD,IN_TRANSIT
SHP-0003892,PO-SYN-0009764,WH-47,FedEx,Ocean Freight,2024-10-23,2024-11-07,N/A,FREE,4628.81,USD,SCHEDULED
SHP-0003893,PO-SYN-0003287,WH-28,DHL Express,Truck,2025-03-13,2025-03-28,N/A,4363.67,713.71,USD,SCHEDULED
SHP-0003894,PO-SYN-0014179,WH-18,Fed-Ex,Road Transport,2025-09-29,2025-10-14,N/A,18709.4,5514.4,USD,DELAYED_WEATHER
SHP-0003895,PO-SYN-0001461,WH-34,MAERSK,AIR,2024-03-21,2024-04-05,N/A,13801.77,4826.8,USD,PORT_CUSTOMS_HOLD
SHP-0003896,PO-SYN-0010209,WH-50,Maersk Line,Ocean,2024-02-14,2024-02-29,2024-03-15,$3861.29,518.95,USD,Delivered
SHP-0003897,PO-SYN-0001237,WH-50,DHL Express,Air Freight,2024-04-07,2024-04-22,N/A,20669.67,3460.17,USD,PORT_CUSTOMS_HOLD
SHP-0003898,PO-SYN-0016374,WH-01,MSC Logistics,Air Freight,2024-03-13,2024-03-28,2024-04-21,18073.8,4495.78,USD,Delivered
SHP-0003899,PO-SYN-0014753,WH-18,FEDEX EXPRESS,Truck,2025-03-04,2025-03-19,2025-04-06,9275.78,1281.9,USD,DELIVERED
SHP-0003900,PO-SYN-0005038,WH-24,Fed-Ex,Ocean,2024-04-15,2024-04-30,N/A,,3553.18,USD,IN_TRANSIT
SHP-0003901,PO-SYN-0008001,WH-46,DHL Express,Road Transport,2025-09-18,2025-10-03,2025-10-12,9224.6,2591.48,USD,DELIVERED
SHP-0003902,PO-SYN-0006690,WH-46,DB Schenker,AIR,2026-02-17,2026-03-04,N/A,16935.99,2601.18,USD,DELAYED_WEATHER
SHP-0003903,PO-SYN-0000487,WH-48,Maersk Line,Ocean Freight,2024-11-06,2024-11-21,2024-11-30,3092.49,491.8,USD,Delivered
SHP-0003904,PO-SYN-0010628,WH-34,MSC Logistics,Truck,2025-07-17,2025-08-01,2025-08-25,$11490.36,1714.88,USD,Delivered
SHP-0003905,PO-SYN-0004027,WH-20,Fed-Ex,Air Freight,2025-12-04,2025-12-19,2025-12-27,22474.89,5179.56,USD,DELIVERED
SHP-0003906,PO-SYN-0015593,WH-17,MSC Logistics,Truck,2025-02-05,2025-02-20,N/A,FREE,1773.18,USD,SCHEDULED
SHP-0003907,PO-SYN-0001350,WH-23,FEDEX EXPRESS,Ocean Freight,2026-02-07,2026-02-22,N/A,4342.57,1372.5,USD,IN_TRANSIT
SHP-0003908,PO-SYN-0011790,WH-09,DB Schenker,Ocean Freight,2025-01-19,2025-02-03,N/A,13792.46,2500.34,USD,DELAYED_WEATHER
SHP-0003909,PO-SYN-0012676,WH-43,FEDEX EXPRESS,Air Freight,2025-04-04,2025-04-19,2025-04-10,19434.62,5759.37,USD,Delivered
SHP-0003910,PO-SYN-0002694,WH-01,Maersk Line,Air Freight,2024-11-20,2024-12-05,N/A,17825.14,5794.2,USD,SCHEDULED
SHP-0003911,PO-SYN-0006478,WH-19,MAERSK,Ocean,2025-03-02,2025-03-17,N/A,10199.36,2238.77,USD,SCHEDULED
SHP-0003912,PO-SYN-0012374,WH-21,MAERSK,Air Freight,2026-06-08,2026-06-23,N/A,$16035.96,3769.89,USD,DELAYED_WEATHER
SHP-0003913,PO-SYN-0005049,WH-39,MSC Logistics,Ocean Freight,2024-02-03,2024-02-18,2024-02-19,23782.01,3913.58,USD,Delivered
SHP-0003914,PO-SYN-0017482,WH-42,MAERSK,AIR,2024-12-03,2024-12-18,N/A,6852.74,1471.27,USD,SCHEDULED
SHP-0003915,PO-SYN-0008715,WH-03,Fed-Ex,Air Freight,2025-08-29,2025-09-13,N/A,18395.47,5006.43,USD,SCHEDULED
SHP-0003916,PO-SYN-0014879,WH-02,DHL Express,Ocean Freight,2026-04-18,2026-05-03,N/A,15066.61,4688.72,USD,DELAYED_WEATHER
SHP-0003917,PO-SYN-0002380,WH-34,DHL Express,Air Freight,2026-05-02,2026-05-17,N/A,19121.07,2492.04,USD,DELAYED_WEATHER
SHP-0003918,PO-SYN-0005842,WH-34,DHL Express,Truck,2024-06-18,2024-07-03,2024-06-27,11666.06,2667.6,USD,DELIVERED
