ShipmentID,PO_Number,OriginWarehouseID,Carrier,TransportMode,ShipDate,EstimatedDeliveryDate,ActualDeliveryDate,FuelSurcharge_CrudeIndexed,Currency,ShipmentStatus,BaseFreightCost
SHP-0002634,PO-SYN-0017556,WH-37,DB Schenker,Truck,24-07-2025,08-08-2025,07-08-2025,1118.79,USD,In_Transit,8063.24
SHP-0002635,PO-SYN-0018678,WH-31,DHL Express,Road Transport,22-05-2025,06-06-2025,07-06-2025,1597.24,USD,Delayed_Weather,6050.63
SHP-0002636,PO-SYN-0014240,WH-23,MSC Logistics,Road Transport,20-03-2024,04-04-2024,06-04-2024,971.9,USD,Port_Customs_Hold,3791.36
SHP-0002637,PO-SYN-0014481,WH-40,MSC Logistics,Ocean Freight,05-07-2025,20-07-2025,30-07-2025,3709.14,USD,In_Transit,24132.25
SHP-0002638,PO-SYN-0000139,WH-38,DB Schenker,Air Freight,23-05-2025,07-06-2025,08-06-2025,1136,USD,Delivered,3537.84
SHP-0002639,PO-SYN-0018818,WH-31,FedEx,Air Freight,30-04-2026,15-05-2026,26-05-2026,416.51,USD,Port_Customs_Hold,2946.3
SHP-0002640,PO-SYN-0008740,WH-47,DB Schenker,Air Freight,10-08-2025,25-08-2025,27-08-2025,3276.34,USD,In_Transit,21571.38
SHP-0002641,PO-SYN-0010131,WH-43,DHL,Ocean Freight,25-12-2025,09-01-2026,16-01-2026,5010.91,USD,Scheduled,19187.62
SHP-0002642,PO-SYN-0010103,WH-44,DB Schenker,Ocean Freight,27-10-2025,11-11-2025,10-11-2025,171.47,USD,In_Transit,561.68
SHP-0002643,PO-SYN-0003778,WH-39,DB Schenker,Truck,01-10-2024,16-10-2024,23-10-2024,2729.42,USD,In_Transit,18745.19
SHP-0002644,PO-SYN-0004433,WH-37,MSC Logistics,Road Transport,18-04-2025,03-05-2025,19-05-2025,1571.98,USD,Delivered,6435.98
SHP-0002645,PO-SYN-0001022,WH-17,Maersk,Road Transport,15-08-2024,30-08-2024,06-09-2024,3752.77,USD,Delayed_Weather,18989.45
SHP-0002646,PO-SYN-0018074,WH-02,FedEx Express,Road Transport,08-09-2025,23-09-2025,21-09-2025,3722.6,USD,Delayed_Weather,0
SHP-0002647,PO-SYN-0009002,WH-32,DHL,Truck,27-04-2025,12-05-2025,23-05-2025,2467.43,USD,Delivered,12194.26
SHP-0002648,PO-SYN-0002042,WH-23,FedEx,Air Freight,16-09-2024,01-10-2024,02-10-2024,1741.92,USD,In_Transit,6510.34
SHP-0002649,PO-SYN-0017048,WH-42,DHL Express,Air Freight,20-11-2025,05-12-2025,15-12-2025,3001.47,USD,In_Transit,21577.21
SHP-0002650,PO-SYN-0012309,WH-46,DHL,Ocean Freight,04-06-2025,19-06-2025,20-06-2025,1271.79,USD,Delayed_Weather,6852.26
SHP-0002651,PO-SYN-0008654,WH-22,DHL,Road Transport,09-11-2025,24-11-2025,30-11-2025,596.65,USD,Port_Customs_Hold,3421.96
SHP-0002652,PO-SYN-0001758,WH-06,Maersk Line,Truck,15-02-2025,02-03-2025,07-03-2025,3103.71,USD,Delayed_Weather,19861.73
SHP-0002653,PO-SYN-0010238,WH-46,FedEx,Ocean Freight,07-07-2025,22-07-2025,25-07-2025,3289.45,USD,Scheduled,11301.06
SHP-0002654,PO-SYN-0000223,WH-49,DHL,Air Freight,10-04-2024,25-04-2024,04-05-2024,2220.36,USD,Scheduled,13144.52
SHP-0002655,PO-SYN-0009243,WH-34,DB Schenker,Air Freight,15-05-2024,30-05-2024,08-06-2024,4640.82,USD,In_Transit,23813.21
SHP-0002656,PO-SYN-0002943,WH-10,Maersk,Air Freight,17-12-2025,01-01-2026,11-01-2026,138.41,USD,Port_Customs_Hold,1139.47
SHP-0002657,PO-SYN-0007601,WH-26,Maersk Line,Ocean Freight,08-04-2026,23-04-2026,26-04-2026,1196.31,USD,Scheduled,7594.55
SHP-0002658,PO-SYN-0007046,WH-34,DHL,Ocean Freight,16-02-2026,03-03-2026,10-03-2026,809.29,USD,Delayed_Weather,3915.54
SHP-0002659,PO-SYN-0011755,WH-44,DB Schenker,Air Freight,16-04-2024,01-05-2024,24-04-2024,5748.53,USD,Delivered,21527.15
SHP-0002660,PO-SYN-0004150,WH-34,MSC Logistics,Air Freight,06-02-2026,21-02-2026,24-02-2026,4363.8,USD,In_Transit,0
SHP-0002661,PO-SYN-0015345,WH-46,DB Schenker,Ocean Freight,01-02-2025,16-02-2025,24-02-2025,1509.28,USD,Scheduled,5318.8
SHP-0002662,PO-SYN-0002814,WH-34,DB Schenker,Road Transport,28-01-2026,12-02-2026,16-02-2026,1278.9,USD,In_Transit,5209.81
SHP-0002663,PO-SYN-0016624,WH-27,FedEx,Air Freight,07-12-2025,22-12-2025,23-12-2025,5040.89,USD,Port_Customs_Hold,16478.85
SHP-0002664,PO-SYN-0014096,WH-25,FedEx Express,Ocean Freight,03-10-2025,18-10-2025,04-11-2025,3331.55,USD,Delivered,16412.16
SHP-0002665,PO-SYN-0001982,WH-45,DHL Express,Air Freight,02-02-2025,17-02-2025,18-02-2025,849.62,USD,Delayed_Weather,6625.55
SHP-0002666,PO-SYN-0017882,WH-24,MSC Logistics,Air Freight,31-07-2024,15-08-2024,14-08-2024,248.08,USD,Delayed_Weather,1078.04
SHP-0002667,PO-SYN-0010752,WH-23,DB Schenker,Road Transport,18-12-2024,02-01-2025,05-01-2025,1154.49,USD,Delayed_Weather,4301.72
SHP-0002668,PO-SYN-0007604,WH-16,FedEx,Air Freight,25-02-2026,12-03-2026,13-03-2026,1137.38,USD,Delivered,5046.74
SHP-0002669,PO-SYN-0018709,WH-16,MSC Logistics,Road Transport,06-01-2025,21-01-2025,27-01-2025,323.08,USD,Port_Customs_Hold,2363.17
SHP-0002670,PO-SYN-0004922,WH-06,DHL,Road Transport,23-11-2024,08-12-2024,11-12-2024,3891.99,USD,Port_Customs_Hold,12435.13
SHP-0002671,PO-SYN-0005669,WH-10,DHL,Ocean Freight,26-10-2024,10-11-2024,30-10-2024,774.99,USD,Delivered,3809.43
SHP-0002672,PO-SYN-0008384,WH-13,DB Schenker,Air Freight,25-11-2024,10-12-2024,15-12-2024,2775.39,USD,Scheduled,13952.51
SHP-0002673,PO-SYN-0009175,WH-23,FedEx,Air Freight,23-11-2025,08-12-2025,13-12-2025,1331.65,USD,Port_Customs_Hold,3848.79
SHP-0002674,PO-SYN-0007781,WH-45,DB Schenker,Truck,23-02-2026,10-03-2026,19-03-2026,2985.25,USD,In_Transit,0
SHP-0002675,PO-SYN-0007074,WH-38,Maersk Line,Road Transport,20-08-2025,04-09-2025,03-09-2025,2284.51,USD,Delayed_Weather,17247.6
SHP-0002676,PO-SYN-0014693,WH-30,FedEx,Ocean Freight,06-02-2026,21-02-2026,22-02-2026,1776.88,USD,Scheduled,5338.75
SHP-0002677,PO-SYN-0004219,WH-02,Maersk Line,Ocean Freight,15-02-2025,02-03-2025,21-02-2025,1038.81,USD,Delivered,3986.37
SHP-0002678,PO-SYN-0002683,WH-29,FedEx,Ocean Freight,26-05-2026,10-06-2026,13-06-2026,635.85,USD,Scheduled,2251.53
SHP-0002679,PO-SYN-0004877,WH-37,DB Schenker,Ocean Freight,24-07-2025,08-08-2025,12-08-2025,6566.13,USD,Delivered,23861.62
SHP-0002680,PO-SYN-0003575,WH-39,DB Schenker,Air Freight,23-07-2024,07-08-2024,05-08-2024,4238.48,USD,Port_Customs_Hold,16404.94
SHP-0002681,PO-SYN-0019409,WH-39,Maersk,Ocean Freight,19-04-2026,04-05-2026,11-05-2026,1175.76,USD,Delayed_Weather,5588.1
SHP-0002682,PO-SYN-0012811,WH-29,DHL Express,Air Freight,31-08-2024,15-09-2024,21-09-2024,2925.52,USD,Scheduled,8993.09
SHP-0002683,PO-SYN-0019160,WH-35,Maersk,Road Transport,13-10-2025,28-10-2025,29-10-2025,5280.9,USD,Delivered,19127.99
SHP-0002684,PO-SYN-0012459,WH-28,DHL Express,Air Freight,01-02-2024,16-02-2024,01-03-2024,5331.35,USD,Delivered,20615.88
SHP-0002685,PO-SYN-0017198,WH-39,DHL,Air Freight,22-08-2024,06-09-2024,07-09-2024,4168.5,USD,Delayed_Weather,15912.99
SHP-0002686,PO-SYN-0019101,WH-26,DB Schenker,Air Freight,08-12-2025,23-12-2025,02-01-2026,2562.69,USD,Delayed_Weather,15819.36
SHP-0002687,PO-SYN-0006442,WH-37,FedEx,Air Freight,18-04-2025,03-05-2025,07-05-2025,970.77,USD,Delayed_Weather,4868.27
SHP-0002688,PO-SYN-0009485,WH-20,Maersk,Air Freight,25-03-2026,09-04-2026,12-04-2026,4267.82,USD,Delayed_Weather,20690.47
SHP-0002689,PO-SYN-0005861,WH-05,Maersk,Ocean Freight,20-02-2025,07-03-2025,18-03-2025,1061.56,USD,Port_Customs_Hold,5258.9
SHP-0002690,PO-SYN-0001778,WH-49,Maersk,Air Freight,15-06-2026,30-06-2026,25-07-2026,209.19,USD,Delivered,1226.05
SHP-0002691,PO-SYN-0010282,WH-22,DB Schenker,Air Freight,04-09-2025,19-09-2025,30-09-2025,3487.85,USD,Port_Customs_Hold,17465.14
SHP-0002692,PO-SYN-0000109,WH-17,FedEx Express,Truck,09-06-2024,24-06-2024,27-06-2024,2558.03,USD,Delivered,18635.08
SHP-0002693,PO-SYN-0004977,WH-07,FedEx,Ocean Freight,09-04-2026,24-04-2026,03-05-2026,2087.67,USD,In_Transit,15423.77
SHP-0002694,PO-SYN-0013952,WH-01,DB Schenker,Air Freight,15-03-2024,30-03-2024,08-04-2024,1285.46,USD,Delayed_Weather,9470.72
SHP-0002695,PO-SYN-0015977,WH-06,FedEx,Air Freight,13-05-2025,28-05-2025,27-05-2025,7073.92,USD,Delayed_Weather,23531.18
SHP-0002696,PO-SYN-0018690,WH-28,Maersk Line,Ocean Freight,27-03-2026,11-04-2026,15-04-2026,3751.64,USD,Port_Customs_Hold,17777.32
SHP-0002697,PO-SYN-0005010,WH-40,FedEx,Road Transport,17-02-2026,04-03-2026,27-03-2026,1644.92,USD,Delivered,8095.01
SHP-0002698,PO-SYN-0019394,WH-29,FedEx,Road Transport,20-11-2025,05-12-2025,23-12-2025,4726.57,USD,Delivered,20296.82
SHP-0002699,PO-SYN-0007508,WH-10,DB Schenker,Truck,19-11-2025,04-12-2025,07-12-2025,3309.58,USD,Delivered,11025.33
SHP-0002700,PO-SYN-0000300,WH-47,FedEx,Truck,15-04-2026,30-04-2026,11-05-2026,3454.42,USD,In_Transit,6152.255
SHP-0002701,PO-SYN-0016458,WH-14,DB Schenker,Road Transport,30-01-2025,14-02-2025,19-02-2025,5080.92,USD,In_Transit,18363.76
SHP-0002702,PO-SYN-0015987,WH-23,Maersk,Air Freight,27-04-2026,12-05-2026,17-05-2026,4306.89,USD,Delayed_Weather,0
SHP-0002703,PO-SYN-0010718,WH-21,MSC Logistics,Road Transport,19-12-2025,03-01-2026,27-12-2025,4836.02,USD,Delivered,23252.91
SHP-0002704,PO-SYN-0012609,WH-49,Maersk Line,Truck,28-10-2024,12-11-2024,16-11-2024,376.3,USD,Delivered,2085.53
SHP-0002705,PO-SYN-0017997,WH-14,Maersk,Ocean Freight,28-02-2024,14-03-2024,19-03-2024,3094.54,USD,Scheduled,9332.88
SHP-0002706,PO-SYN-0010789,WH-07,DHL,Road Transport,21-04-2025,06-05-2025,30-05-2025,3739.64,USD,Delivered,12625.08
SHP-0002707,PO-SYN-0000506,WH-12,MSC Logistics,Air Freight,26-04-2024,11-05-2024,21-05-2024,1735.38,USD,Delayed_Weather,8439.34
SHP-0002708,PO-SYN-0017730,WH-10,Maersk Line,Ocean Freight,03-10-2025,18-10-2025,21-10-2025,5176.56,USD,In_Transit,15851.27
SHP-0002709,PO-SYN-0012840,WH-05,DB Schenker,Air Freight,24-06-2025,09-07-2025,16-07-2025,4157.57,USD,In_Transit,14702.28
SHP-0002710,PO-SYN-0006801,WH-28,FedEx Express,Ocean Freight,26-02-2024,12-03-2024,12-03-2024,3906.04,USD,Port_Customs_Hold,13982.83
SHP-0002711,PO-SYN-0010311,WH-42,Maersk,Ocean Freight,08-03-2026,23-03-2026,29-03-2026,3058.03,USD,Port_Customs_Hold,9722.44
SHP-0002712,PO-SYN-0017235,WH-43,DB Schenker,Truck,03-11-2025,18-11-2025,18-11-2025,811.07,USD,In_Transit,3756.48
SHP-0002713,PO-SYN-0008919,WH-44,DHL,Road Transport,22-04-2024,07-05-2024,16-05-2024,1843.27,USD,Scheduled,13972.39
SHP-0002714,PO-SYN-0002317,WH-45,Maersk,Air Freight,08-06-2026,23-06-2026,27-06-2026,3172.49,USD,Scheduled,19895.94
SHP-0002715,PO-SYN-0012626,WH-31,DB Schenker,Air Freight,24-07-2025,08-08-2025,06-08-2025,691.27,USD,Port_Customs_Hold,2522.93
SHP-0002716,PO-SYN-0019582,WH-33,DB Schenker,Ocean Freight,22-09-2024,07-10-2024,11-10-2024,743.54,USD,Delivered,0
SHP-0002717,PO-SYN-0012056,WH-08,DHL,Truck,25-04-2025,10-05-2025,15-05-2025,3112.07,USD,Scheduled,19584.07
SHP-0002718,PO-SYN-0012495,WH-08,DB Schenker,Ocean Freight,07-06-2026,22-06-2026,23-06-2026,211.38,USD,Delayed_Weather,1210.05
SHP-0002719,PO-SYN-0011786,WH-47,DHL Express,Ocean Freight,20-09-2024,05-10-2024,07-10-2024,5744.04,USD,Delivered,22246.67
SHP-0002720,PO-SYN-0001824,WH-25,DHL,Ocean Freight,26-11-2025,11-12-2025,22-12-2025,1182.11,USD,Delivered,3406.02
SHP-0002721,PO-SYN-0004966,WH-07,FedEx,Ocean Freight,05-05-2024,20-05-2024,22-05-2024,1681.43,USD,Delayed_Weather,10426.9
SHP-0002722,PO-SYN-0003819,WH-04,DHL Express,Air Freight,13-05-2024,28-05-2024,07-06-2024,1375.23,USD,Delayed_Weather,5423.39
SHP-0002723,PO-SYN-0002226,WH-25,MSC Logistics,Ocean Freight,26-02-2025,13-03-2025,18-03-2025,204.96,USD,In_Transit,599.71
SHP-0002724,PO-SYN-0016283,WH-36,Maersk,Truck,29-10-2024,13-11-2024,26-11-2024,5909.51,USD,Delivered,19040.99
SHP-0002725,PO-SYN-0007922,WH-06,MSC Logistics,Air Freight,25-07-2025,09-08-2025,20-08-2025,3416.02,USD,Scheduled,14521.04
SHP-0002726,PO-SYN-0000889,WH-23,Maersk Line,Ocean Freight,17-05-2025,01-06-2025,03-06-2025,2838.06,USD,Scheduled,18183.69
SHP-0002727,PO-SYN-0005141,WH-15,MSC Logistics,Air Freight,10-01-2026,25-01-2026,03-02-2026,273.64,USD,Delayed_Weather,886.16
SHP-0002728,PO-SYN-0003206,WH-26,Maersk,Air Freight,26-11-2024,11-12-2024,04-12-2024,3429.14,USD,Delivered,23122.72
SHP-0002729,PO-SYN-0000309,WH-31,DHL Express,Ocean Freight,02-09-2024,17-09-2024,21-09-2024,4495.63,USD,Port_Customs_Hold,18040.02
SHP-0002730,PO-SYN-0015086,WH-19,DHL Express,Air Freight,12-06-2024,27-06-2024,08-07-2024,347.95,USD,In_Transit,0
SHP-0002731,PO-SYN-0005585,WH-39,FedEx,Air Freight,12-05-2024,27-05-2024,29-05-2024,5179.26,USD,In_Transit,15544.48
SHP-0002732,PO-SYN-0002753,WH-18,FedEx,Ocean Freight,07-12-2025,22-12-2025,22-12-2025,4109.68,USD,Port_Customs_Hold,12174.5
SHP-0002733,PO-SYN-0014519,WH-32,FedEx,Ocean Freight,29-04-2025,14-05-2025,20-05-2025,3398.24,USD,Port_Customs_Hold,19409.32
SHP-0002734,PO-SYN-0003220,WH-33,Maersk Line,Air Freight,19-03-2026,03-04-2026,05-04-2026,3724.43,USD,Delivered,17496.77
SHP-0002735,PO-SYN-0013554,WH-17,FedEx Express,Road Transport,27-09-2024,12-10-2024,21-10-2024,896.11,USD,Delayed_Weather,7295.07
SHP-0002736,PO-SYN-0003719,WH-11,FedEx,Road Transport,13-06-2025,28-06-2025,30-06-2025,795.35,USD,In_Transit,3214.86
SHP-0002737,PO-SYN-0002973,WH-12,DHL Express,Road Transport,12-04-2025,27-04-2025,19-04-2025,4117.26,USD,Delivered,22565.09
SHP-0002738,PO-SYN-0018442,WH-22,MSC Logistics,Air Freight,10-02-2026,25-02-2026,04-03-2026,462.79,USD,Delayed_Weather,1817.61
SHP-0002739,PO-SYN-0001104,WH-31,FedEx Express,Air Freight,19-01-2025,03-02-2025,04-02-2025,6201.69,USD,Delivered,20623.24
SHP-0002740,PO-SYN-0012909,WH-11,MSC Logistics,Ocean Freight,06-04-2024,21-04-2024,22-04-2024,4740.65,USD,Scheduled,6152.255
SHP-0002741,PO-SYN-0002214,WH-33,MSC Logistics,Ocean Freight,02-05-2025,17-05-2025,28-05-2025,2833.79,USD,Port_Customs_Hold,16319.17
SHP-0002742,PO-SYN-0011007,WH-20,FedEx,Truck,02-08-2024,17-08-2024,18-08-2024,1165.01,USD,Delivered,4943.39
SHP-0002743,PO-SYN-0019927,WH-08,DB Schenker,Air Freight,31-08-2025,15-09-2025,26-09-2025,307.69,USD,Scheduled,2541.95
SHP-0002744,PO-SYN-0012331,WH-18,DB Schenker,Truck,15-02-2026,02-03-2026,01-03-2026,5037.92,USD,Scheduled,17682.84
SHP-0002745,PO-SYN-0004929,WH-44,FedEx Express,Air Freight,25-10-2024,09-11-2024,28-11-2024,1460.57,USD,Delivered,7169.61
SHP-0002746,PO-SYN-0011688,WH-38,DHL Express,Ocean Freight,23-07-2024,07-08-2024,11-08-2024,2778.98,USD,Scheduled,21284.48
SHP-0002747,PO-SYN-0009245,WH-44,MSC Logistics,Ocean Freight,09-01-2026,24-01-2026,28-01-2026,1578.95,USD,Scheduled,5932.98
SHP-0002748,PO-SYN-0013979,WH-22,DHL Express,Air Freight,20-08-2024,04-09-2024,07-09-2024,4069.87,USD,In_Transit,20197.92
SHP-0002749,PO-SYN-0002712,WH-14,FedEx,Ocean Freight,19-05-2024,03-06-2024,08-06-2024,3411.86,USD,In_Transit,10241.02
SHP-0002750,PO-SYN-0014411,WH-42,MSC Logistics,Air Freight,03-07-2024,18-07-2024,28-06-2024,1152.94,USD,Delivered,4908.2
SHP-0002751,PO-SYN-0016097,WH-35,DHL Express,Road Transport,03-03-2026,18-03-2026,30-03-2026,2271.08,USD,Delivered,16758.54
SHP-0002752,PO-SYN-0010622,WH-15,DB Schenker,Road Transport,26-11-2024,11-12-2024,03-12-2024,1187.12,USD,Delivered,6703.84
SHP-0002753,PO-SYN-0002562,WH-48,FedEx,Ocean Freight,20-04-2025,05-05-2025,10-05-2025,2155.13,USD,Scheduled,7536.85
SHP-0002754,PO-SYN-0006600,WH-08,MSC Logistics,Air Freight,30-08-2025,14-09-2025,11-09-2025,2582.9,USD,Delivered,8307.23
SHP-0002755,PO-SYN-0013929,WH-03,DB Schenker,Road Transport,12-04-2026,27-04-2026,04-05-2026,4188.41,USD,Port_Customs_Hold,24259.59
SHP-0002756,PO-SYN-0017885,WH-34,DHL,Truck,25-04-2025,10-05-2025,08-05-2025,3379.17,USD,Delivered,18625.12
SHP-0002757,PO-SYN-0013556,WH-16,FedEx,Ocean Freight,29-12-2025,13-01-2026,21-01-2026,3346.87,USD,Port_Customs_Hold,18002.87
SHP-0002758,PO-SYN-0009015,WH-34,Maersk Line,Ocean Freight,30-06-2025,15-07-2025,28-07-2025,922.86,USD,Delivered,0
SHP-0002759,PO-SYN-0004344,WH-10,DHL,Road Transport,03-10-2024,18-10-2024,01-11-2024,4261.16,USD,Delivered,19190.01
SHP-0002760,PO-SYN-0009862,WH-40,FedEx,Truck,08-07-2024,23-07-2024,30-07-2024,1085.72,USD,In_Transit,4306.84
SHP-0002761,PO-SYN-0019180,WH-28,DB Schenker,Road Transport,24-10-2024,08-11-2024,26-11-2024,3233.99,USD,Delivered,15911.79
SHP-0002762,PO-SYN-0000161,WH-21,FedEx Express,Ocean Freight,11-11-2025,26-11-2025,05-12-2025,623.79,USD,In_Transit,1813.68
SHP-0002763,PO-SYN-0014853,WH-11,DB Schenker,Air Freight,28-03-2025,12-04-2025,17-04-2025,303.4,USD,In_Transit,1628.41
SHP-0002764,PO-SYN-0001074,WH-09,Maersk,Road Transport,15-04-2026,30-04-2026,02-05-2026,2800.85,USD,Delayed_Weather,10180.91
SHP-0002765,PO-SYN-0019620,WH-44,DHL Express,Air Freight,18-09-2025,03-10-2025,14-10-2025,4726.01,USD,Scheduled,21598.79
SHP-0002766,PO-SYN-0007774,WH-16,DB Schenker,Road Transport,23-03-2024,07-04-2024,12-04-2024,5084.88,USD,Delayed_Weather,23239.71
SHP-0002767,PO-SYN-0001682,WH-39,Maersk,Road Transport,22-09-2025,07-10-2025,26-09-2025,2169.2,USD,Delivered,6953.83
SHP-0002768,PO-SYN-0019958,WH-22,DHL Express,Ocean Freight,04-02-2026,19-02-2026,02-03-2026,1325.23,USD,Delayed_Weather,3893.26
SHP-0002769,PO-SYN-0011231,WH-19,DHL,Truck,29-02-2024,15-03-2024,23-03-2024,3204.85,USD,Scheduled,23165.96
SHP-0002770,PO-SYN-0004512,WH-20,DHL Express,Ocean Freight,22-08-2024,06-09-2024,14-09-2024,4757.31,USD,In_Transit,18037.9
SHP-0002771,PO-SYN-0015698,WH-25,DHL Express,Ocean Freight,27-10-2025,11-11-2025,12-11-2025,3807.85,USD,In_Transit,13739.88
SHP-0002772,PO-SYN-0017595,WH-12,DHL Express,Ocean Freight,24-02-2026,11-03-2026,10-03-2026,3270.72,USD,Port_Customs_Hold,0
SHP-0002773,PO-SYN-0002514,WH-10,FedEx Express,Truck,17-02-2024,03-03-2024,07-03-2024,1821.65,USD,In_Transit,5901.36
SHP-0002774,PO-SYN-0009896,WH-26,FedEx,Ocean Freight,20-03-2026,04-04-2026,11-04-2026,3928.03,USD,Delayed_Weather,19738.13
SHP-0002775,PO-SYN-0009325,WH-39,Maersk Line,Truck,10-05-2026,25-05-2026,05-05-2026,4237.66,USD,Delivered,24456.31
SHP-0002776,PO-SYN-0007740,WH-10,Maersk,Truck,27-08-2024,11-09-2024,20-09-2024,5652.89,USD,Port_Customs_Hold,17303.12
SHP-0002777,PO-SYN-0015465,WH-23,MSC Logistics,Air Freight,27-03-2026,11-04-2026,11-04-2026,5818.7,USD,In_Transit,18799.66
SHP-0002778,PO-SYN-0008704,WH-46,MSC Logistics,Air Freight,17-11-2025,02-12-2025,29-11-2025,1785.6,USD,Delivered,5969.82
SHP-0002779,PO-SYN-0009304,WH-12,MSC Logistics,Ocean Freight,31-05-2025,15-06-2025,21-06-2025,332.56,USD,Delayed_Weather,1469.14
SHP-0002780,PO-SYN-0010874,WH-47,DHL,Air Freight,01-03-2025,16-03-2025,07-03-2025,2056.95,USD,Delivered,6152.255
SHP-0002781,PO-SYN-0013098,WH-11,FedEx Express,Ocean Freight,12-06-2026,27-06-2026,15-06-2026,8093.87,USD,Delivered,24401.22
SHP-0002782,PO-SYN-0008099,WH-09,FedEx,Ocean Freight,04-08-2025,19-08-2025,27-08-2025,2931.43,USD,In_Transit,11366.33
SHP-0002783,PO-SYN-0002387,WH-50,DB Schenker,Air Freight,22-01-2025,06-02-2025,08-02-2025,334.57,USD,In_Transit,1323.11
SHP-0002784,PO-SYN-0007250,WH-26,Maersk Line,Air Freight,01-05-2025,16-05-2025,20-05-2025,1041.76,USD,Delayed_Weather,7669.72
SHP-0002785,PO-SYN-0007186,WH-29,DHL,Ocean Freight,16-05-2024,31-05-2024,02-06-2024,4317.03,USD,Port_Customs_Hold,12345.05
SHP-0002786,PO-SYN-0018818,WH-30,Maersk,Ocean Freight,06-07-2024,21-07-2024,22-07-2024,3902.34,USD,Delayed_Weather,0
SHP-0002787,PO-SYN-0004474,WH-16,Maersk Line,Ocean Freight,09-10-2025,24-10-2025,30-10-2025,2167.98,USD,Scheduled,6873.89
SHP-0002788,PO-SYN-0013012,WH-39,DHL,Ocean Freight,20-12-2025,04-01-2026,13-01-2026,1779.51,USD,Scheduled,14210.48
SHP-0002789,PO-SYN-0016704,WH-08,DB Schenker,Air Freight,08-11-2024,23-11-2024,21-11-2024,1749.43,USD,Port_Customs_Hold,5570.44
SHP-0002790,PO-SYN-0013407,WH-39,FedEx Express,Air Freight,19-07-2024,03-08-2024,12-08-2024,1515.34,USD,Port_Customs_Hold,6233.28
SHP-0002791,PO-SYN-0004610,WH-02,FedEx Express,Air Freight,20-02-2026,07-03-2026,01-04-2026,672.22,USD,Delivered,3574.46
SHP-0002792,PO-SYN-0002522,WH-40,MSC Logistics,Ocean Freight,21-03-2025,05-04-2025,10-04-2025,398.28,USD,In_Transit,1671.98
SHP-0002793,PO-SYN-0015376,WH-16,DB Schenker,Ocean Freight,29-03-2026,13-04-2026,08-04-2026,1087.2,USD,Delivered,5580.64
SHP-0002794,PO-SYN-0017990,WH-43,DHL Express,Air Freight,30-03-2026,14-04-2026,22-04-2026,3503.22,USD,In_Transit,22929.97
SHP-0002795,PO-SYN-0007718,WH-11,FedEx,Air Freight,16-04-2025,01-05-2025,17-05-2025,1826.96,USD,Delivered,5372.25
SHP-0002796,PO-SYN-0012869,WH-26,DHL,Truck,05-04-2025,20-04-2025,29-04-2025,917.34,USD,Scheduled,4081.91
SHP-0002797,PO-SYN-0011751,WH-08,DHL,Road Transport,17-07-2025,01-08-2025,21-07-2025,7208.08,USD,Delivered,23428.74
SHP-0002798,PO-SYN-0013545,WH-14,FedEx,Air Freight,10-01-2025,25-01-2025,02-02-2025,835.75,USD,In_Transit,2827.69
SHP-0002799,PO-SYN-0000599,WH-19,Maersk,Road Transport,21-07-2024,05-08-2024,03-08-2024,5780.07,USD,Delayed_Weather,16843.09
SHP-0002800,PO-SYN-0013936,WH-04,Maersk Line,Ocean Freight,02-07-2024,17-07-2024,19-07-2024,3572.25,USD,In_Transit,18772.84
SHP-0002801,PO-SYN-0002814,WH-18,DHL,Ocean Freight,06-09-2024,21-09-2024,25-09-2024,4143.25,USD,Delayed_Weather,18107.33
SHP-0002802,PO-SYN-0002548,WH-12,FedEx Express,Truck,23-02-2025,10-03-2025,15-03-2025,2003.91,USD,Delayed_Weather,12204.9
SHP-0002803,PO-SYN-0016780,WH-13,MSC Logistics,Air Freight,02-07-2024,17-07-2024,23-07-2024,274.48,USD,In_Transit,1404.21
SHP-0002804,PO-SYN-0015262,WH-49,Maersk Line,Ocean Freight,21-12-2025,05-01-2026,11-01-2026,1466.09,USD,Delayed_Weather,6673
SHP-0002805,PO-SYN-0005866,WH-26,FedEx Express,Ocean Freight,03-07-2025,18-07-2025,25-07-2025,3516.41,USD,Scheduled,11625.31
SHP-0002806,PO-SYN-0006941,WH-39,FedEx Express,Truck,03-03-2024,18-03-2024,26-03-2024,1409.11,USD,Scheduled,7175.54
SHP-0002807,PO-SYN-0005576,WH-35,DHL Express,Truck,14-03-2025,29-03-2025,04-04-2025,865.82,USD,Scheduled,5431.5
SHP-0002808,PO-SYN-0014314,WH-42,DB Schenker,Truck,10-08-2025,25-08-2025,23-08-2025,3392.27,USD,Delayed_Weather,18600.45
SHP-0002809,PO-SYN-0018664,WH-16,DB Schenker,Ocean Freight,16-04-2026,01-05-2026,12-05-2026,2884.16,USD,Port_Customs_Hold,15770.91
SHP-0002810,PO-SYN-0001819,WH-45,DB Schenker,Ocean Freight,25-06-2025,10-07-2025,19-07-2025,1876.1,USD,Port_Customs_Hold,7477.45
SHP-0002811,PO-SYN-0002943,WH-24,DHL Express,Ocean Freight,23-07-2025,07-08-2025,14-08-2025,439.67,USD,Port_Customs_Hold,2742.72
SHP-0002812,PO-SYN-0005089,WH-26,MSC Logistics,Ocean Freight,25-02-2024,11-03-2024,12-03-2024,161.41,USD,In_Transit,758.09
